State 1,State 2,Year,Gender,Age Group,Type of Area,Literacy Rate (%)
Bihar,,2020,Male,45-54,Urban,"81.83"
Bihar,,2020,Male,45-54,Rural,"80.7"
Bihar,,2020,Male,55+,Urban,"53.33"
Bihar,,2020,Male,55+,Rural,"75.92"
Bihar,,2020,Female,15-24,Urban,"57.51"
Bihar,,2020,Female,15-24,Rural,"86.87"
Bihar,,2020,Female,25-34,Urban,"75.61"
Bihar,,2020,Female,25-34,Rural,"84.01"
Bihar,,2020,Female,35-44,Urban,"52.08"
Bihar,,2020,Female,35-44,Rural,"54.24"
Bihar,,2020,Female,45-54,Urban,"85.82"
Bihar,,2020,Female,45-54,Rural,"53.6"
Bihar,,2020,Female,55+,Urban,"53.56"
Bihar,,2020,Female,55+,Rural,"50.61"
Bihar,,2021,Male,15-24,Urban,"97.83"
Bihar,,2021,Male,15-24,Rural,"86.88"
Bihar,,2021,Male,25-34,Urban,"67.66"
Bihar,,2021,Male,25-34,Rural,"64.83"
Bihar,,2021,Male,35-44,Urban,"67.49"
Bihar,,2021,Male,35-44,Rural,"88.73"
Bihar,,2021,Male,45-54,Urban,"83.07"
Bihar,,2021,Male,45-54,Rural,"59.26"
Bihar,,2021,Male,55+,Urban,"58.71"
Bihar,,2021,Male,55+,Rural,"54.92"
Bihar,,2021,Female,15-24,Urban,"83.02"
Bihar,,2021,Female,15-24,Rural,"88.22"
Bihar,,2021,Female,25-34,Urban,"63.25"
Bihar,,2021,Female,25-34,Rural,"51.05"
Bihar,,2021,Female,35-44,Urban,"54.11"
Bihar,,2021,Female,35-44,Rural,"98.39"
Bihar,,2021,Female,45-54,Urban,"64.77"
Bihar,,2021,Female,45-54,Rural,"88.46"
Bihar,,2021,Female,55+,Urban,"81.23"
Bihar,,2021,Female,55+,Rural,"69.1"
Bihar,,2022,Male,15-24,Urban,"60.28"
Bihar,,2022,Male,15-24,Rural,"56.07"
Bihar,,2022,Male,25-34,Urban,"80.75"
Bihar,,2022,Male,25-34,Rural,"88.73"
Bihar,,2022,Male,35-44,Urban,"82.2"
Bihar,,2022,Male,35-44,Rural,"76.52"
Bihar,,2022,Male,45-54,Urban,"52.1"
Bihar,,2022,Male,45-54,Rural,"98.42"
Bihar,,2022,Male,55+,Urban,"89.94"
Bihar,,2022,Male,55+,Rural,"64.64"
Bihar,,2022,Female,15-24,Urban,"99.0"
Bihar,,2022,Female,15-24,Rural,"80.09"
Bihar,,2022,Female,25-34,Urban,"79.12"
Bihar,,2022,Female,25-34,Rural,"87.4"
Bihar,,2022,Female,35-44,Urban,"90.59"
Bihar,,2022,Female,35-44,Rural,"82.82"
Bihar,,2022,Female,45-54,Urban,"56.4"
Bihar,,2022,Female,45-54,Rural,"66.91"
Bihar,,2022,Female,55+,Urban,"96.4"
Bihar,,2022,Female,55+,Rural,"61.23"
Chhattisgarh,,2000,Male,15-24,Urban,"68.61"
Chhattisgarh,,2000,Male,15-24,Rural,"71.6"
Chhattisgarh,,2000,Male,25-34,Urban,"71.97"
Chhattisgarh,,2000,Male,25-34,Rural,"80.65"
Chhattisgarh,,2000,Male,35-44,Urban,"97.15"
Chhattisgarh,,2000,Male,35-44,Rural,"62.03"
Chhattisgarh,,2000,Male,45-54,Urban,"56.08"
Chhattisgarh,,2000,Male,45-54,Rural,"59.87"
Chhattisgarh,,2000,Male,55+,Urban,"94.35"
Chhattisgarh,,2000,Male,55+,Rural,"82.29"
Chhattisgarh,,2000,Female,15-24,Urban,"64.3"
Chhattisgarh,,2000,Female,15-24,Rural,"90.8"
Chhattisgarh,,2000,Female,25-34,Urban,"93.07"
Chhattisgarh,,2000,Female,25-34,Rural,"92.33"
Chhattisgarh,,2000,Female,35-44,Urban,"95.95"
Chhattisgarh,,2000,Female,35-44,Rural,"62.61"
Chhattisgarh,,2000,Female,45-54,Urban,"87.75"
Chhattisgarh,,2000,Female,45-54,Rural,"73.03"
Chhattisgarh,,2000,Female,55+,Urban,"92.1"
Chhattisgarh,,2000,Female,55+,Rural,"86.42"
Chhattisgarh,,2001,Male,15-24,Urban,"88.82"
Chhattisgarh,,2001,Male,15-24,Rural,"82.81"
Chhattisgarh,,2001,Male,25-34,Urban,"58.87"
Chhattisgarh,,2001,Male,25-34,Rural,"77.25"
Chhattisgarh,,2001,Male,35-44,Urban,"99.23"
Chhattisgarh,,2001,Male,35-44,Rural,"96.87"
Chhattisgarh,,2001,Male,45-54,Urban,"52.16"
Chhattisgarh,,2001,Male,45-54,Rural,"58.24"
Chhattisgarh,,2001,Male,55+,Urban,"56.59"
Chhattisgarh,,2001,Male,55+,Rural,"86.3"
Chhattisgarh,,2001,Female,15-24,Urban,"90.89"
Chhattisgarh,,2001,Female,15-24,Rural,"60.68"
Chhattisgarh,,2001,Female,25-34,Urban,"75.29"
Chhattisgarh,,2001,Female,25-34,Rural,"92.04"
Chhattisgarh,,2001,Female,35-44,Urban,"86.64"
Chhattisgarh,,2001,Female,35-44,Rural,"77.11"
Chhattisgarh,,2001,Female,45-54,Urban,"79.52"
Chhattisgarh,,2001,Female,45-54,Rural,"75.42"
Chhattisgarh,,2001,Female,55+,Urban,"64.88"
Chhattisgarh,,2001,Female,55+,Rural,"78.25"
Chhattisgarh,,2002,Male,15-24,Urban,"84.44"
Chhattisgarh,,2002,Male,15-24,Rural,"93.67"
Chhattisgarh,,2002,Male,25-34,Urban,"81.81"
Chhattisgarh,,2002,Male,25-34,Rural,"88.06"
Chhattisgarh,,2002,Male,35-44,Urban,"58.0"
Chhattisgarh,,2002,Male,35-44,Rural,"73.08"
Chhattisgarh,,2002,Male,45-54,Urban,"50.47"
Chhattisgarh,,2002,Male,45-54,Rural,"62.33"
Chhattisgarh,,2002,Male,55+,Urban,"86.32"
Chhattisgarh,,2002,Male,55+,Rural,"99.59"
Chhattisgarh,,2002,Female,15-24,Urban,"54.96"
Chhattisgarh,,2002,Female,15-24,Rural,"70.07"
Chhattisgarh,,2002,Female,25-34,Urban,"90.0"
Chhattisgarh,,2002,Female,25-34,Rural,"60.2"
Chhattisgarh,,2002,Female,35-44,Urban,"77.75"
Chhattisgarh,,2002,Female,35-44,Rural,"86.65"
Chhattisgarh,,2002,Female,45-54,Urban,"80.8"
Chhattisgarh,,2002,Female,45-54,Rural,"59.4"
Chhattisgarh,,2002,Female,55+,Urban,"67.77"
Chhattisgarh,,2002,Female,55+,Rural,"89.19"
Chhattisgarh,,2003,Male,15-24,Urban,"77.71"
Chhattisgarh,,2003,Male,15-24,Rural,"50.26"
Chhattisgarh,,2003,Male,25-34,Urban,"88.05"
Chhattisgarh,,2003,Male,25-34,Rural,"51.77"
Chhattisgarh,,2003,Male,35-44,Urban,"87.29"
Chhattisgarh,,2003,Male,35-44,Rural,"60.12"
Chhattisgarh,,2003,Male,45-54,Urban,"97.9"
Chhattisgarh,,2003,Male,45-54,Rural,"68.4"
Chhattisgarh,,2003,Male,55+,Urban,"66.35"
Chhattisgarh,,2003,Male,55+,Rural,"57.44"
Chhattisgarh,,2003,Female,15-24,Urban,"65.28"
Chhattisgarh,,2003,Female,15-24,Rural,"93.83"
Chhattisgarh,,2003,Female,25-34,Urban,"99.82"
Chhattisgarh,,2003,Female,25-34,Rural,"68.42"
Chhattisgarh,,2003,Female,35-44,Urban,"72.43"
Chhattisgarh,,2003,Female,35-44,Rural,"86.1"
Chhattisgarh,,2003,Female,45-54,Urban,"94.31"
Chhattisgarh,,2003,Female,45-54,Rural,"79.65"
Chhattisgarh,,2003,Female,55+,Urban,"69.58"
Chhattisgarh,,2003,Female,55+,Rural,"70.63"
Chhattisgarh,,2004,Male,15-24,Urban,"84.78"
Chhattisgarh,,2004,Male,15-24,Rural,"50.16"
Chhattisgarh,,2004,Male,25-34,Urban,"80.98"
Chhattisgarh,,2004,Male,25-34,Rural,"67.77"
Chhattisgarh,,2004,Male,35-44,Urban,"89.71"
Chhattisgarh,,2004,Male,35-44,Rural,"54.65"
Chhattisgarh,,2004,Male,45-54,Urban,"79.41"
Chhattisgarh,,2004,Male,45-54,Rural,"74.05"
Chhattisgarh,,2004,Male,55+,Urban,"82.12"
Chhattisgarh,,2004,Male,55+,Rural,"53.24"
Chhattisgarh,,2004,Female,15-24,Urban,"79.0"
Chhattisgarh,,2004,Female,15-24,Rural,"78.07"
Chhattisgarh,,2004,Female,25-34,Urban,"78.03"
Chhattisgarh,,2004,Female,25-34,Rural,"80.17"
Chhattisgarh,,2004,Female,35-44,Urban,"83.82"
Chhattisgarh,,2004,Female,35-44,Rural,"90.25"
Chhattisgarh,,2004,Female,45-54,Urban,"63.49"
Chhattisgarh,,2004,Female,45-54,Rural,"91.25"
Chhattisgarh,,2004,Female,55+,Urban,"74.91"
Chhattisgarh,,2004,Female,55+,Rural,"53.85"
Chhattisgarh,,2005,Male,15-24,Urban,"52.93"
Chhattisgarh,,2005,Male,15-24,Rural,"66.71"
Chhattisgarh,,2005,Male,25-34,Urban,"89.24"
Chhattisgarh,,2005,Male,25-34,Rural,"85.38"
Chhattisgarh,,2005,Male,35-44,Urban,"89.43"
Chhattisgarh,,2005,Male,35-44,Rural,"75.86"
Chhattisgarh,,2005,Male,45-54,Urban,"72.01"
Chhattisgarh,,2005,Male,45-54,Rural,"57.37"
Chhattisgarh,,2005,Male,55+,Urban,"66.41"
Chhattisgarh,,2005,Male,55+,Rural,"71.7"
Chhattisgarh,,2005,Female,15-24,Urban,"54.43"
Chhattisgarh,,2005,Female,15-24,Rural,"61.03"
Chhattisgarh,,2005,Female,25-34,Urban,"79.91"
Chhattisgarh,,2005,Female,25-34,Rural,"86.78"
Chhattisgarh,,2005,Female,35-44,Urban,"99.92"
Chhattisgarh,,2005,Female,35-44,Rural,"96.66"
Chhattisgarh,,2005,Female,45-54,Urban,"82.13"
Chhattisgarh,,2005,Female,45-54,Rural,"71.06"
Chhattisgarh,,2005,Female,55+,Urban,"81.81"
Chhattisgarh,,2005,Female,55+,Rural,"89.28"
Chhattisgarh,,2006,Male,15-24,Urban,"55.92"
Chhattisgarh,,2006,Male,15-24,Rural,"70.5"
Chhattisgarh,,2006,Male,25-34,Urban,"91.99"
Chhattisgarh,,2006,Male,25-34,Rural,"69.19"
Chhattisgarh,,2006,Male,35-44,Urban,"78.59"
Chhattisgarh,,2006,Male,35-44,Rural,"79.39"
Chhattisgarh,,2006,Male,45-54,Urban,"59.22"
Chhattisgarh,,2006,Male,45-54,Rural,"68.11"
Chhattisgarh,,2006,Male,55+,Urban,"66.73"
Chhattisgarh,,2006,Male,55+,Rural,"51.31"
Chhattisgarh,,2006,Female,15-24,Urban,"51.21"
Chhattisgarh,,2006,Female,15-24,Rural,"91.58"
Chhattisgarh,,2006,Female,25-34,Urban,"63.65"
Chhattisgarh,,2006,Female,25-34,Rural,"75.9"
Chhattisgarh,,2006,Female,35-44,Urban,"64.94"
Chhattisgarh,,2006,Female,35-44,Rural,"97.03"
Chhattisgarh,,2006,Female,45-54,Urban,"62.96"
Chhattisgarh,,2006,Female,45-54,Rural,"71.48"
Chhattisgarh,,2006,Female,55+,Urban,"93.64"
Chhattisgarh,,2006,Female,55+,Rural,"92.1"
Chhattisgarh,,2007,Male,15-24,Urban,"59.31"
Chhattisgarh,,2007,Male,15-24,Rural,"90.13"
Chhattisgarh,,2007,Male,25-34,Urban,"72.91"
Chhattisgarh,,2007,Male,25-34,Rural,"74.15"
Chhattisgarh,,2007,Male,35-44,Urban,"56.67"
Chhattisgarh,,2007,Male,35-44,Rural,"54.03"
Chhattisgarh,,2007,Male,45-54,Urban,"86.4"
Chhattisgarh,,2007,Male,45-54,Rural,"74.82"
Chhattisgarh,,2007,Male,55+,Urban,"71.84"
Chhattisgarh,,2007,Male,55+,Rural,"86.48"
Chhattisgarh,,2007,Female,15-24,Urban,"88.28"
Chhattisgarh,,2007,Female,15-24,Rural,"57.95"
Chhattisgarh,,2007,Female,25-34,Urban,"80.51"
Chhattisgarh,,2007,Female,25-34,Rural,"56.77"
Chhattisgarh,,2007,Female,35-44,Urban,"87.57"
Chhattisgarh,,2007,Female,35-44,Rural,"82.85"
Chhattisgarh,,2007,Female,45-54,Urban,"97.83"
Chhattisgarh,,2007,Female,45-54,Rural,"53.45"
Chhattisgarh,,2007,Female,55+,Urban,"52.85"
Chhattisgarh,,2007,Female,55+,Rural,"64.11"
Chhattisgarh,,2008,Male,15-24,Urban,"63.09"
Chhattisgarh,,2008,Male,15-24,Rural,"62.35"
Chhattisgarh,,2008,Male,25-34,Urban,"95.31"
Chhattisgarh,,2008,Male,25-34,Rural,"62.48"
Chhattisgarh,,2008,Male,35-44,Urban,"63.6"
Chhattisgarh,,2008,Male,35-44,Rural,"87.97"
Chhattisgarh,,2008,Male,45-54,Urban,"72.49"
Chhattisgarh,,2008,Male,45-54,Rural,"88.84"
Chhattisgarh,,2008,Male,55+,Urban,"53.27"
Chhattisgarh,,2008,Male,55+,Rural,"74.38"
Chhattisgarh,,2008,Female,15-24,Urban,"51.68"
Chhattisgarh,,2008,Female,15-24,Rural,"53.13"
Chhattisgarh,,2008,Female,25-34,Urban,"95.32"
Chhattisgarh,,2008,Female,25-34,Rural,"56.96"
Chhattisgarh,,2008,Female,35-44,Urban,"76.62"
Chhattisgarh,,2008,Female,35-44,Rural,"70.55"
Chhattisgarh,,2008,Female,45-54,Urban,"67.37"
Chhattisgarh,,2008,Female,45-54,Rural,"94.99"
Chhattisgarh,,2008,Female,55+,Urban,"51.09"
Chhattisgarh,,2008,Female,55+,Rural,"83.19"
Chhattisgarh,,2009,Male,15-24,Urban,"98.17"
Chhattisgarh,,2009,Male,15-24,Rural,"78.01"
Chhattisgarh,,2009,Male,25-34,Urban,"96.84"
Chhattisgarh,,2009,Male,25-34,Rural,"52.61"
Chhattisgarh,,2009,Male,35-44,Urban,"70.94"
Chhattisgarh,,2009,Male,35-44,Rural,"63.01"
Chhattisgarh,,2009,Male,45-54,Urban,"86.54"
Chhattisgarh,,2009,Male,45-54,Rural,"99.06"
Chhattisgarh,,2009,Male,55+,Urban,"62.83"
Chhattisgarh,,2009,Male,55+,Rural,"82.71"
Chhattisgarh,,2009,Female,15-24,Urban,"59.9"
Chhattisgarh,,2009,Female,15-24,Rural,"78.27"
Chhattisgarh,,2009,Female,25-34,Urban,"73.2"
Chhattisgarh,,2009,Female,25-34,Rural,"98.6"
Chhattisgarh,,2009,Female,35-44,Urban,"80.43"
Chhattisgarh,,2009,Female,35-44,Rural,"67.48"
Chhattisgarh,,2009,Female,45-54,Urban,"55.7"
Chhattisgarh,,2009,Female,45-54,Rural,"57.56"
Chhattisgarh,,2009,Female,55+,Urban,"61.27"
Chhattisgarh,,2009,Female,55+,Rural,"62.55"
Chhattisgarh,,2010,Male,15-24,Urban,"92.53"
Chhattisgarh,,2010,Male,15-24,Rural,"78.06"
Chhattisgarh,,2010,Male,25-34,Urban,"76.17"
Chhattisgarh,,2010,Male,25-34,Rural,"55.74"
Chhattisgarh,,2010,Male,35-44,Urban,"93.01"
Chhattisgarh,,2010,Male,35-44,Rural,"86.14"
Chhattisgarh,,2010,Male,45-54,Urban,"53.38"
Chhattisgarh,,2010,Male,45-54,Rural,"85.39"
Chhattisgarh,,2010,Male,55+,Urban,"77.18"
Chhattisgarh,,2010,Male,55+,Rural,"54.09"
Chhattisgarh,,2010,Female,15-24,Urban,"72.92"
Chhattisgarh,,2010,Female,15-24,Rural,"74.23"
Chhattisgarh,,2010,Female,25-34,Urban,"58.29"
Chhattisgarh,,2010,Female,25-34,Rural,"97.28"
Chhattisgarh,,2010,Female,35-44,Urban,"92.5"
Chhattisgarh,,2010,Female,35-44,Rural,"83.45"
Chhattisgarh,,2010,Female,45-54,Urban,"73.11"
Chhattisgarh,,2010,Female,45-54,Rural,"70.59"
Chhattisgarh,,2010,Female,55+,Urban,"82.55"
Chhattisgarh,,2010,Female,55+,Rural,"77.27"
Chhattisgarh,,2011,Male,15-24,Urban,"53.11"
Chhattisgarh,,2011,Male,15-24,Rural,"75.63"
Chhattisgarh,,2011,Male,25-34,Urban,"90.32"
Chhattisgarh,,2011,Male,25-34,Rural,"72.96"
Chhattisgarh,,2011,Male,35-44,Urban,"52.6"
Chhattisgarh,,2011,Male,35-44,Rural,"89.31"
Chhattisgarh,,2011,Male,45-54,Urban,"60.07"
Chhattisgarh,,2011,Male,45-54,Rural,"62.93"
Chhattisgarh,,2011,Male,55+,Urban,"58.24"
Chhattisgarh,,2011,Male,55+,Rural,"66.51"
Chhattisgarh,,2011,Female,15-24,Urban,"87.84"
Chhattisgarh,,2011,Female,15-24,Rural,"75.97"
Chhattisgarh,,2011,Female,25-34,Urban,"60.24"
Chhattisgarh,,2011,Female,25-34,Rural,"93.89"
Chhattisgarh,,2011,Female,35-44,Urban,"93.98"
Chhattisgarh,,2011,Female,35-44,Rural,"93.53"
Chhattisgarh,,2011,Female,45-54,Urban,"61.94"
Chhattisgarh,,2011,Female,45-54,Rural,"72.56"
Chhattisgarh,,2011,Female,55+,Urban,"99.25"
Chhattisgarh,,2011,Female,55+,Rural,"88.6"
Chhattisgarh,,2012,Male,15-24,Urban,"51.36"
Chhattisgarh,,2012,Male,15-24,Rural,"53.26"
Chhattisgarh,,2012,Male,25-34,Urban,"73.2"
Chhattisgarh,,2012,Male,25-34,Rural,"95.46"
Chhattisgarh,,2012,Male,35-44,Urban,"76.94"
Chhattisgarh,,2012,Male,35-44,Rural,"74.89"
Chhattisgarh,,2012,Male,45-54,Urban,"55.27"
Chhattisgarh,,2012,Male,45-54,Rural,"82.84"
Chhattisgarh,,2012,Male,55+,Urban,"91.11"
Chhattisgarh,,2012,Male,55+,Rural,"69.02"
Chhattisgarh,,2012,Female,15-24,Urban,"88.78"
Chhattisgarh,,2012,Female,15-24,Rural,"98.22"
Chhattisgarh,,2012,Female,25-34,Urban,"60.19"
Chhattisgarh,,2012,Female,25-34,Rural,"76.17"
Chhattisgarh,,2012,Female,35-44,Urban,"64.36"
Chhattisgarh,,2012,Female,35-44,Rural,"89.64"
Chhattisgarh,,2012,Female,45-54,Urban,"78.88"
Chhattisgarh,,2012,Female,45-54,Rural,"81.73"
Chhattisgarh,,2012,Female,55+,Urban,"89.9"
Chhattisgarh,,2012,Female,55+,Rural,"69.8"
Chhattisgarh,,2013,Male,15-24,Urban,"95.75"
Chhattisgarh,,2013,Male,15-24,Rural,"76.65"
Chhattisgarh,,2013,Male,25-34,Urban,"57.9"
Chhattisgarh,,2013,Male,25-34,Rural,"84.79"
Chhattisgarh,,2013,Male,35-44,Urban,"89.66"
Chhattisgarh,,2013,Male,35-44,Rural,"65.84"
Chhattisgarh,,2013,Male,45-54,Urban,"92.86"
Chhattisgarh,,2013,Male,45-54,Rural,"95.31"
Chhattisgarh,,2013,Male,55+,Urban,"63.85"
Chhattisgarh,,2013,Male,55+,Rural,"99.18"
Chhattisgarh,,2013,Female,15-24,Urban,"57.04"
Chhattisgarh,,2013,Female,15-24,Rural,"60.1"
Chhattisgarh,,2013,Female,25-34,Urban,"59.21"
Chhattisgarh,,2013,Female,25-34,Rural,"94.7"
Chhattisgarh,,2013,Female,35-44,Urban,"82.71"
Chhattisgarh,,2013,Female,35-44,Rural,"57.61"
Chhattisgarh,,2013,Female,45-54,Urban,"72.02"
Chhattisgarh,,2013,Female,45-54,Rural,"80.76"
Chhattisgarh,,2013,Female,55+,Urban,"54.17"
Chhattisgarh,,2013,Female,55+,Rural,"94.12"
Chhattisgarh,,2014,Male,15-24,Urban,"90.18"
Chhattisgarh,,2014,Male,15-24,Rural,"75.26"
Chhattisgarh,,2014,Male,25-34,Urban,"98.36"
Chhattisgarh,,2014,Male,25-34,Rural,"70.89"
Chhattisgarh,,2014,Male,35-44,Urban,"99.21"
Chhattisgarh,,2014,Male,35-44,Rural,"83.4"
Chhattisgarh,,2014,Male,45-54,Urban,"81.73"
Chhattisgarh,,2014,Male,45-54,Rural,"58.3"
Chhattisgarh,,2014,Male,55+,Urban,"94.1"
Chhattisgarh,,2014,Male,55+,Rural,"71.37"
Chhattisgarh,,2014,Female,15-24,Urban,"58.11"
Chhattisgarh,,2014,Female,15-24,Rural,"50.63"
Chhattisgarh,,2014,Female,25-34,Urban,"77.99"
Chhattisgarh,,2014,Female,25-34,Rural,"76.37"
Chhattisgarh,,2014,Female,35-44,Urban,"85.97"
Chhattisgarh,,2014,Female,35-44,Rural,"94.51"
Chhattisgarh,,2014,Female,45-54,Urban,"53.97"
Chhattisgarh,,2014,Female,45-54,Rural,"86.57"
Chhattisgarh,,2014,Female,55+,Urban,"59.37"
Chhattisgarh,,2014,Female,55+,Rural,"92.91"
Chhattisgarh,,2015,Male,15-24,Urban,"90.95"
Chhattisgarh,,2015,Male,15-24,Rural,"77.04"
Chhattisgarh,,2015,Male,25-34,Urban,"85.51"
Chhattisgarh,,2015,Male,25-34,Rural,"65.72"
Chhattisgarh,,2015,Male,35-44,Urban,"73.56"
Chhattisgarh,,2015,Male,35-44,Rural,"91.08"
Chhattisgarh,,2015,Male,45-54,Urban,"72.96"
Chhattisgarh,,2015,Male,45-54,Rural,"67.89"
Chhattisgarh,,2015,Male,55+,Urban,"74.71"
Chhattisgarh,,2015,Male,55+,Rural,"91.41"
Chhattisgarh,,2015,Female,15-24,Urban,"66.76"
Chhattisgarh,,2015,Female,15-24,Rural,"58.69"
Chhattisgarh,,2015,Female,25-34,Urban,"85.6"
Chhattisgarh,,2015,Female,25-34,Rural,"91.3"
Chhattisgarh,,2015,Female,35-44,Urban,"55.03"
Chhattisgarh,,2015,Female,35-44,Rural,"61.99"
Chhattisgarh,,2015,Female,45-54,Urban,"57.1"
Chhattisgarh,,2015,Female,45-54,Rural,"67.4"
Chhattisgarh,,2015,Female,55+,Urban,"72.52"
Chhattisgarh,,2015,Female,55+,Rural,"87.44"
Chhattisgarh,,2016,Male,15-24,Urban,"82.56"
Chhattisgarh,,2016,Male,15-24,Rural,"81.05"
Chhattisgarh,,2016,Male,25-34,Urban,"67.62"
Chhattisgarh,,2016,Male,25-34,Rural,"92.07"
Chhattisgarh,,2016,Male,35-44,Urban,"73.56"
Chhattisgarh,,2016,Male,35-44,Rural,"98.96"
Chhattisgarh,,2016,Male,45-54,Urban,"81.71"
Chhattisgarh,,2016,Male,45-54,Rural,"56.31"
Chhattisgarh,,2016,Male,55+,Urban,"83.81"
Chhattisgarh,,2016,Male,55+,Rural,"66.26"
Chhattisgarh,,2016,Female,15-24,Urban,"84.32"
Chhattisgarh,,2016,Female,15-24,Rural,"53.48"
Chhattisgarh,,2016,Female,25-34,Urban,"58.74"
Chhattisgarh,,2016,Female,25-34,Rural,"92.79"
Chhattisgarh,,2016,Female,35-44,Urban,"61.36"
Chhattisgarh,,2016,Female,35-44,Rural,"91.85"
Chhattisgarh,,2016,Female,45-54,Urban,"63.96"
Chhattisgarh,,2016,Female,45-54,Rural,"82.14"
Chhattisgarh,,2016,Female,55+,Urban,"84.71"
Chhattisgarh,,2016,Female,55+,Rural,"75.63"
Chhattisgarh,,2017,Male,15-24,Urban,"65.27"
Chhattisgarh,,2017,Male,15-24,Rural,"60.63"
Chhattisgarh,,2017,Male,25-34,Urban,"51.66"
Chhattisgarh,,2017,Male,25-34,Rural,"65.2"
Chhattisgarh,,2017,Male,35-44,Urban,"82.66"
Chhattisgarh,,2017,Male,35-44,Rural,"96.92"
Chhattisgarh,,2017,Male,45-54,Urban,"93.56"
Chhattisgarh,,2017,Male,45-54,Rural,"88.3"
Chhattisgarh,,2017,Male,55+,Urban,"89.42"
Chhattisgarh,,2017,Male,55+,Rural,"83.25"
Chhattisgarh,,2017,Female,15-24,Urban,"63.01"
Chhattisgarh,,2017,Female,15-24,Rural,"95.36"
Chhattisgarh,,2017,Female,25-34,Urban,"83.54"
Chhattisgarh,,2017,Female,25-34,Rural,"78.02"
Chhattisgarh,,2017,Female,35-44,Urban,"55.55"
Chhattisgarh,,2017,Female,35-44,Rural,"72.35"
Chhattisgarh,,2017,Female,45-54,Urban,"73.02"
Chhattisgarh,,2017,Female,45-54,Rural,"93.23"
Chhattisgarh,,2017,Female,55+,Urban,"77.33"
Chhattisgarh,,2017,Female,55+,Rural,"69.02"
Chhattisgarh,,2018,Male,15-24,Urban,"98.84"
Chhattisgarh,,2018,Male,15-24,Rural,"55.54"
Chhattisgarh,,2018,Male,25-34,Urban,"71.13"
Chhattisgarh,,2018,Male,25-34,Rural,"52.1"
Chhattisgarh,,2018,Male,35-44,Urban,"87.0"
Chhattisgarh,,2018,Male,35-44,Rural,"95.9"
Chhattisgarh,,2018,Male,45-54,Urban,"64.0"
Chhattisgarh,,2018,Male,45-54,Rural,"92.92"
Chhattisgarh,,2018,Male,55+,Urban,"64.61"
Chhattisgarh,,2018,Male,55+,Rural,"95.54"
Chhattisgarh,,2018,Female,15-24,Urban,"87.7"
Chhattisgarh,,2018,Female,15-24,Rural,"90.25"
Chhattisgarh,,2018,Female,25-34,Urban,"50.9"
Chhattisgarh,,2018,Female,25-34,Rural,"98.14"
Chhattisgarh,,2018,Female,35-44,Urban,"86.33"
Chhattisgarh,,2018,Female,35-44,Rural,"65.24"
Chhattisgarh,,2018,Female,45-54,Urban,"91.47"
Chhattisgarh,,2018,Female,45-54,Rural,"64.08"
Chhattisgarh,,2018,Female,55+,Urban,"93.64"
Chhattisgarh,,2018,Female,55+,Rural,"55.63"
Chhattisgarh,,2019,Male,15-24,Urban,"85.18"
Chhattisgarh,,2019,Male,15-24,Rural,"77.03"
Chhattisgarh,,2019,Male,25-34,Urban,"54.83"
Chhattisgarh,,2019,Male,25-34,Rural,"62.09"
Chhattisgarh,,2019,Male,35-44,Urban,"50.62"
Chhattisgarh,,2019,Male,35-44,Rural,"73.44"
Chhattisgarh,,2019,Male,45-54,Urban,"65.06"
Chhattisgarh,,2019,Male,45-54,Rural,"79.92"
Chhattisgarh,,2019,Male,55+,Urban,"64.86"
Chhattisgarh,,2019,Male,55+,Rural,"65.0"
Chhattisgarh,,2019,Female,15-24,Urban,"87.16"
Chhattisgarh,,2019,Female,15-24,Rural,"52.41"
Chhattisgarh,,2019,Female,25-34,Urban,"95.14"
Chhattisgarh,,2019,Female,25-34,Rural,"92.61"
Chhattisgarh,,2019,Female,35-44,Urban,"83.39"
Chhattisgarh,,2019,Female,35-44,Rural,"79.66"
Chhattisgarh,,2019,Female,45-54,Urban,"94.62"
Chhattisgarh,,2019,Female,45-54,Rural,"59.27"
Chhattisgarh,,2019,Female,55+,Urban,"53.95"
Chhattisgarh,,2019,Female,55+,Rural,"61.98"
Chhattisgarh,,2020,Male,15-24,Urban,"89.73"
Chhattisgarh,,2020,Male,15-24,Rural,"51.73"
Chhattisgarh,,2020,Male,25-34,Urban,"79.14"
Chhattisgarh,,2020,Male,25-34,Rural,"99.77"
Chhattisgarh,,2020,Male,35-44,Urban,"92.78"
Chhattisgarh,,2020,Male,35-44,Rural,"76.07"
Chhattisgarh,,2020,Male,45-54,Urban,"53.18"
Chhattisgarh,,2020,Male,45-54,Rural,"91.57"
Chhattisgarh,,2020,Male,55+,Urban,"79.95"
Chhattisgarh,,2020,Male,55+,Rural,"55.75"
Chhattisgarh,,2020,Female,15-24,Urban,"54.69"
Chhattisgarh,,2020,Female,15-24,Rural,"95.48"
Chhattisgarh,,2020,Female,25-34,Urban,"83.46"
Chhattisgarh,,2020,Female,25-34,Rural,"91.46"
Chhattisgarh,,2020,Female,35-44,Urban,"93.95"
Chhattisgarh,,2020,Female,35-44,Rural,"78.59"
Chhattisgarh,,2020,Female,45-54,Urban,"75.87"
Chhattisgarh,,2020,Female,45-54,Rural,"71.52"
Chhattisgarh,,2020,Female,55+,Urban,"65.85"
Chhattisgarh,,2020,Female,55+,Rural,"71.73"
Chhattisgarh,,2021,Male,15-24,Urban,"88.69"
